full_name,first_name,last_name,country,id,club1991,nt1991,club1992,nt1992,club1993,nt1993,club1994,nt1994,club1995,nt1995,club1996,nt1996,club1997,nt1997,club1998,nt1998,club1999,nt1999,club2000,nt2000,club2001,nt2001,club2002,nt2002,club2003,nt2003,club2004,nt2004,club2005,nt2005,club2006,nt2006,club2007,nt2007,club2008,nt2008,club2009,nt2009,club2010,nt2010,club2011,nt2011,club2012,nt2012,club2013,nt2013,club2014,nt2014,club2015,nt2015,club2016,nt2016,club2017,nt2017,club2018,nt2018,club2019,nt2019,club2020,nt2020
Ivica Oli?,Ivica,Oli?,Croatia,90712,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.29,-1,0.25,-1,0.2,0.5,0,0.38,0,0.35,1,0.5,0.12,0.42,0,0.46,0.3,0,0,0.14,0.25,0.35,0,0.41,0.29,0.19,0,0.1,0.12,0.16,-1,-1,-1,-1,-1,-1,-1
Ivan Perisic,Ivan,Perisic,Croatia,207,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.29,-1,0.33,-1,0.48,0,0.23,0,0.15,0,0.29,0.31,0.19,0,0.27,0.59,0.24,0,0.28,0.32,0.19,0.17,0.21,0.33
Bruno Petkovic,Bruno,Petkovic,Croatia,1331,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0.1,-1,0.24,-1,0.1,-1,0,-1,0.32,1,0.32,0.5
Mladen Petri?,Mladen,Petri?,Croatia,114793,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0.19,0,0.22,0.5,0.43,-1,-1,0,-1,-1,0.47,0,0.76,0.5,0.45,0.39,0.46,0,0.47,0.22,0.54,0,0.29,0.25,0.21,1,0.07,0,0.2,-1,0.19,-1,-1,-1,-1,-1,-1,-1,-1,-1
Ivan Rakitic,Ivan,Rakitic,Croatia,149,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0.33,0,0.08,0.27,0.07,0.5,0.21,0.29,0.17,0,0.03,0,0.26,0,0.27,0.06,0.17,-1,0.17,0.2,0.18,0,0.07,0.16,0.12,0,0.02,0
Darijo Srna,Darijo,Srna,Croatia,30557,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0.13,-1,0.33,0,0.41,0,0.67,0,0.31,0.12,0.33,0.08,0,0.11,0,0.09,0.06,0.1,0.25,0.16,0.06,0.14,0,0.12,0.06,0.03,-1,0,-1,0,-1,-1,-1
Nikola Vlasic,Nikola,Vlasic,Croatia,842,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.12,-1,0.06,-1,0.11,0,0.16,0,0.26,0,0.34,0.5
Antonín Barák,Antonín,Barák,Czech Republic,30803,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0,-1,0.35,1,0.15,0.5,0.21,0.6,0,0,0.11,0
Milan Baroš,Milan,Baroš,Czech Republic,66078,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,-1,0.55,0.5,1,0.08,0.75,0.35,0,0.3,0.39,0.17,0,0.12,0.31,0.6,0.5,0.7,0.5,0.52,0,0.28,0.21,0.42,-1,0.25,-1,0.18,-1,0.38,-1,0.21,-1,0.37,-1,0.39,-1,0.08,-1
Vladimír Darida,Vladimír,Darida,Czech Republic,25348,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0.14,0,0.21,0,0.18,0,0.21,0,0.2,0.05,0.07,0,0,0.33,0,0.5,0.12,0.29
Borek Dockal,Borek,Dockal,Czech Republic,55875,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.17,-1,0.14,-1,0.11,-1,0.34,1,0.32,0,0.14,0.14,0.27,0,0.27,0.29,0.2,0,0.14,0,0,0,0.06,0
Michal Kadlec,Michal,Kadlec,Czech Republic,66090,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0.1,0.12,0.18,0,0.04,0,0.12,0.4,0.05,0.28,0.06,0,0.15,0,0.09,0,0,0,0.07,-1,0,0,0,-1,0,-1
Michal Krmen?ík,Michal,Krmen?ík,Czech Republic,820,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,1,-1,0.25,-1,0.15,-1,0.36,0,0.35,0.5,0.65,0.4,0.56,0.25,0.47,0
David Lafata,David,Lafata,Czech Republic,105715,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.13,0,0.41,0,0.17,1,0.32,0,0.44,0,0.63,0,0.82,0.33,0.72,1,0.53,0.14,0.77,-1,0.67,0.18,0.42,-1,0.2,-1,0,-1,-1,-1
Václav Pilar,Václav,Pilar,Czech Republic,66281,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.11,0,0.24,0.27,0,-1,0,0,0.16,0,0,0.33,0,-1,0.12,-1,0.08,-1,0.18,-1
Jan Polák,Jan,Polák,Czech Republic,66607,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,0.03,0.21,0.1,0,0.1,0.06,0.1,0,0,0.12,0.08,0,0,0,0.03,-1,0,-1,0,-1,0.12,-1,0.08,-1,0.04,-1,-1,-1,-1,-1
Tomás Rosicky,Tomás,Rosicky,Czech Republic,105800,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0.31,-1,0.5,-1,0.19,-1,-1,0.18,0.53,0.12,0,0.3,0.2,0,-1,0.09,0,0.03,0.5,0.05,0,0.19,0,0.07,0.29,0.13,-1,0,0.1,0,-1,0.08,-1,-1,-1,-1,-1
Patrik Schick,Patrik,Schick,Czech Republic,794,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0.14,-1,0.29,1,0.36,0,0.25,0,0.14,0.5,0.36,0.67
Tomás Sivok,Tomás,Sivok,Czech Republic,105277,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.18,0,0.13,0,0.06,0,0.05,0,0.05,0.2,0.1,0.25,0.15,0.06,0.17,0,0.13,0,0,1,0.07,0.08,0.04,0,0.12,0,-1,-1,0.1,-1
Matej Vydra,Matej,Vydra,Czech Republic,18930,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.29,-1,0,-1,0,0,0.47,0,0.15,0.5,0.36,-1,0.24,0.2,0.13,0,0.5,0,0.12,0,0.09,0
Daniel Agger,Daniel,Agger,Denmark,114778,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.2,0.08,0,0,0,0.04,0,0.03,0.07,0,0.5,0.06,0.1,0.08,0,0.08,0.46,0.05,0,0.04,0,-1,-1,-1,-1,-1,-1,-1,-1
Nicklas Bendtner,Nicklas,Bendtner,Denmark,1187,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.67,0.26,0.5,0.21,0.27,0.25,0,0.39,0.38,0.25,0.4,0.26,0.54,0,0,0.14,0.5,0.18,0.75,0.17,0.2,0.45,-1,0.32,0.14,0.19,-1,0.12,-1
Martin Braithwaite,Martin,Braithwaite,Denmark,2737,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0,-1,0.29,0.5,0.28,0,0.17,0,0.34,0,0.33,0,0.29,0.1,0.2,0.33,0.23,0.33
Andreas Cornelius,Andreas,Cornelius,Denmark,1274,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0.45,1,0.22,0.17,0.22,-1,0.16,1,0.43,0,0.19,0.17,0.12,0,0.44,0.33
Thomas Delaney,Thomas,Delaney,Denmark,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.08,-1,0.05,-1,0.04,-1,0.03,-1,0.07,0,0.07,0,0.16,0,0.28,0,0.08,0.2,0.12,0,0,0.12
Kasper Dolberg,Kasper,Dolberg,Denmark,550,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0.48,0,0.28,0.14,0.31,0.5,0.39,0.4
Christian Eriksen,Christian,Eriksen,Denmark,174,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.05,0,0.17,0.2,0.19,0.06,0.29,0.5,0.3,0.08,0.25,0.25,0.17,0.23,0.26,1,0.3,0.68,0.2,0.6,0.16,0.67
Dennis Rommedahl,Dennis,Rommedahl,Denmark,117966,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,0,-1,0.24,-1,0,-1,0.12,0.08,0.5,0.1,0.17,0,0,0.12,0.24,0,0,0.23,0.11,0.09,0,0.14,0.23,0.13,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Jon Dahl Tomasson,Jon Dahl,Tomasson,Denmark,117965,-1,-1,-1,-1,-1,-1,-1,-1,0.31,-1,0.47,-1,0.56,-1,0.13,0,0.39,0,0.36,0.57,0.48,0.33,0.57,0.58,0.2,0.5,0.46,0.56,0.2,0.5,0.31,0.53,0.27,0.67,0.28,0.53,0.62,0,0.43,0.09,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Joe Cole,Joe,Cole,England,102748,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0.5,0.03,0,0.29,0,0.2,0.24,0.05,0,0.2,0.2,0.15,-1,0.05,0.4,0.09,-1,0.21,-1,0.18,-1,0.12,-1,0.07,-1,0.08,-1,0,-1,0,-1,-1,-1,-1,-1
Peter Crouch,Peter,Crouch,England,18928,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,-1,0.46,0,0.2,0.8,0.35,0.25,0.3,0.38,0.32,0,0.28,0.89,0.24,-1,0.34,0,0.21,-1,0.24,-1,0.26,-1,0.11,-1,0.34,-1,0.18,-1,0.06,-1,0,-1
Jermain Defoe,Jermain,Defoe,England,1758,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0.5,0,0.37,0,0.25,0.1,0.29,0,0.42,0.36,0.41,1,0.56,0.4,0.3,0,0.45,0.8,0.35,0,0.45,0.75,0.21,-1,0.53,-1,0.38,0,0.15,0.5,0.32,-1,0.53,-1
Steven Gerrard,Steven,Gerrard,England,105426,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,-1,0.2,0.26,0.31,0.34,0,0.42,0.37,0.25,0.25,0.4,0.09,0.33,0.5,0.52,0.24,0.42,0.5,0.33,0.33,0.36,0.4,0.15,0.4,0.21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Harry Kane,Harry,Kane,England,184,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.28,-1,0.3,-1,0.1,-1,0.21,-1,0.61,0,0.59,0.38,0.93,2,0.85,0.86,0.6,0.17,0.71,1.5
Frank Lampard,Frank,Lampard,England,105426,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,-1,0.2,0.26,0.31,0.34,0,0.42,0.37,0.25,0.25,0.4,0.09,0.33,0.5,0.52,0.24,0.42,0.5,0.33,0.33,0.36,0.4,0.15,0.4,0.21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Michael Owen,Michael,Owen,England,114815,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.4,-1,0,-1,0.42,-1,0,-1,0.62,-1,0.25,0.55,0.5,-1,1.25,0.64,0.36,0,0,0.38,0.67,0.27,-1,0.3,-1,0.31,-1,0.75,-1,0.11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Alex Oxlade-Chamberlain,Alex,Oxlade-Chamberlain,England,297,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0.25,-1,0.15,0,0.06,0.33,0.15,0.33,0.08,0,0.08,0.14,0.12,0,0.11,0.14,0,-1,0.2,0.33
Marcus Rashford,Marcus,Rashford,England,909,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.4,0.25,0.23,0,0.25,0.15,0.3,0.6,0.49,0.5
Wayne Rooney,Wayne,Rooney,England,50773,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.33,0.25,0.53,0.38,0.67,0.39,0.08,0.42,-1,0.43,0.2,0.36,0.5,0.77,0.53,0.41,0,0.81,0.4,0.43,0.33,0.5,0.8,0.38,0.25,0.4,0.64,0.21,-1,0.38,0,0.42,-1,0.25,-1
Raheem Sterling,Raheem,Sterling,England,645,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.06,-1,0.26,0,0.21,0,0.23,0.13,0.22,0,0.5,0,0.51,0.4,0.59,1.14
Daniel Sturridge,Daniel,Sturridge,England,308,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0.33,-1,0.16,-1,0.25,-1,0.42,0,0.32,0,0.48,0,0.74,0.45,0.28,0,0.5,0.2,0.26,0,0.24,0.4,0.15,-1,0.41,-1
Jamie Vardy,Jamie,Vardy,England,18788,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0.5,-1,0.17,-1,0.39,-1,0.14,0,0.63,0.45,0.32,0,0.55,0.18,0.5,-1,0.57,-1
Theo Walcott,Theo,Walcott,England,18769,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.19,0,0,-1,0.18,0,0.17,-1,0.13,0.27,0.34,0,0.24,0.08,0.49,0.25,0.33,0,0.33,0,0.24,0.5,0.49,0,0.24,0,0.15,-1,0.07,-1
Danny Welbeck,Danny,Welbeck,England,1469,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0.38,-1,0.15,-1,0.21,0,0.32,0.38,0.05,0.5,0.31,0.25,0.22,0,0.33,1,0.17,0,0.24,0.29,0.36,0,0.15,-1
Nicolas Anelka,Nicolas,Anelka,France,114772,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,0.08,-1,0.14,-1,0,-1,-1,0.5,-1,0.37,0.5,0.32,0,0.3,0,0.3,0.25,0.46,0,0.34,0.21,0.36,-1,0.11,-1,0,-1,0.17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Karim Benzema,Karim,Benzema,France,759,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.14,-1,0.44,0.33,0.56,0.31,0.5,0.33,0.27,0.3,0.54,0.17,0.62,0.31,0.42,0.25,0.45,0.41,0.5,0.5,0.78,-1,0.37,-1,0.27,-1,0.57,-1,0.56,-1
Olivier Giroud,Olivier,Giroud,France,2295,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0.12,-1,-1,-1,0.35,-1,0.57,-1,0.33,0,0.6,0.1,0.36,0.4,0.43,0.33,0.51,0.4,0.46,0.67,0.4,1,0.28,0.32,0.32,0.25,0.38,0.73
Sidney Govou,Sidney,Govou,France,21881,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0.25,-1,0.25,-1,0,0.14,0,0.17,0.5,0.2,0.5,0.11,0,0.07,0.08,0.12,-1,0.09,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Antoine Griezmann,Antoine,Griezmann,France,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.15,-1,0.18,-1,0.21,-1,0.31,-1,0.4,0.36,0.49,0.1,0.59,0.64,0.46,0.5,0.59,0.38,0.43,0.6,0.31,0.36
Thierry Henry,Thierry,Henry,France,114876,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,-1,-1,-1,0.38,-1,0.43,-1,0.12,-1,0.78,0.81,0.5,0.78,0.5,0.74,0.44,0.46,0.5,0.38,0.56,0.61,0,0.15,0.24,0.52,-1,0.53,-1,0.31,-1,0.28,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Blaise Matuidi,Blaise,Matuidi,France,869,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.03,-1,0.18,-1,0,-1,0.06,-1,0.03,-1,0,0,0.03,0,0.15,0,0.13,0.18,0.09,0.22,0.11,0.18,0.13,0,0.08,0.06,0.07,0,0.02,0
Kylian Mbappé,Kylian,Mbappé,France,278,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.07,-1,0.59,0,0.47,0.45,0.89,0.2,0.82,0.67
Dimitri Payet,Dimitri,Payet,France,1912,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.33,-1,0.25,-1,0,-1,0.17,-1,0.07,0,0.38,-1,0.14,0,0.25,0,0.18,0,0.18,0.25,0.31,0.38,0.21,0,0.21,0.22,0.16,0,0.43,-1
