full_name,first_name,last_name,country,id,club1991,nt1991,club1992,nt1992,club1993,nt1993,club1994,nt1994,club1995,nt1995,club1996,nt1996,club1997,nt1997,club1998,nt1998,club1999,nt1999,club2000,nt2000,club2001,nt2001,club2002,nt2002,club2003,nt2003,club2004,nt2004,club2005,nt2005,club2006,nt2006,club2007,nt2007,club2008,nt2008,club2009,nt2009,club2010,nt2010,club2011,nt2011,club2012,nt2012,club2013,nt2013,club2014,nt2014,club2015,nt2015,club2016,nt2016,club2017,nt2017,club2018,nt2018,club2019,nt2019,club2020,nt2020
Aiden McGeady,Aiden,McGeady,Ireland,19907,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0.19,0,0.12,0,0.53,0,0.14,0,0.16,0,0.07,0,0.12,0.1,0.22,0.25,0.03,0,0.04,0,0.07,0.14,0.23,0,0.19,0,0.32,-1,0.21,-1
Stephen Ward,Stephen,Ward,Ireland,18919,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.15,-1,0,-1,0,-1,0,-1,0.03,0,0.07,0.08,0.05,0,0.09,0,0,0,0.07,0.08,0.03,0,0.04,0,0,0,0,-1
Mario Balotelli,Mario,Balotelli,Italy,1917,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.47,-1,0.3,-1,0.28,0,0.36,0.33,0.55,0.3,0.45,0.33,0.44,0.67,0.17,-1,0.13,0,0.61,-1,0.68,0.5,0.32,0,0.26,-1
Andrea Belotti,Andrea,Belotti,Italy,30509,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,-1,0,-1,0.4,-1,0.15,-1,0.32,0,0.74,0,0.39,0.36,0.44,0,0.5,0.57
Antonio Candreva,Antonio,Candreva,Italy,202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0.06,0,0.05,-1,0.09,-1,0.16,0,0.14,0,0.28,0,0.29,0.33,0.28,0.2,0.16,0,0.02,0.25,0.09,-1,0.17,-1
Antonio Cassano,Antonio,Cassano,Italy,115145,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,-1,0.5,-1,-1,0.17,0,0.09,-1,0.45,0,0.34,-1,0.33,0,0.27,0,0.21,0.41,0.26,-1,0.36,0,0.25,-1,0.08,-1,0,-1,-1,-1,-1,-1,-1,-1
Giorgio Chiellini,Giorgio,Chiellini,Italy,856,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,0.09,0,0.1,0.14,0.14,0.17,0.12,0,0.09,0,0.05,0,0.03,0.17,0.07,0.11,0.02,0,0.03,0.2,0.09,0,0,0.14,0.03,0,0.2,0
Daniele De Rossi,Daniele,De Rossi,Italy,779,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0.18,0.2,0.09,0,0.11,0.12,0.07,0.25,0.22,0.18,0.08,0,0.12,0.12,0,0.25,0.03,0.27,0.09,-1,0.1,0.2,0.12,0.5,0.06,0.29,0.09,-1,0,-1
Antonio Di Natale,Antonio,Di Natale,Italy,115141,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,1,-1,-1,0.28,0.5,0.35,1,0.47,0.36,0.52,0,0.76,0.23,0.76,-1,0.67,0.17,0.62,-1,0.53,-1,0.53,-1,0.16,-1,-1,-1,-1,-1,-1,-1,-1,-1
Alberto Gilardino,Alberto,Gilardino,Italy,91419,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,0.39,0.29,0.34,0,0.24,0.4,0.56,0.33,0.4,0.36,0.33,0,0.26,1,0.34,0.14,0.4,0.33,0.29,-1,0.32,-1,0.05,-1,0.38,-1,-1,-1,-1,-1
Ciro Immobile,Ciro,Immobile,Italy,1863,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0.14,-1,0.76,-1,0.15,-1,0.64,0.2,0.27,0,0.31,0,0.63,0,0.83,0.4,0.41,0,0.91,0.75
Lorenzo Insigne,Lorenzo,Insigne,Italy,331,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0.53,-1,0.12,1,0.17,0,0.07,-1,0.31,0.17,0.41,0,0.28,0.14,0.34,0,0.28,0.75
Graziano Pellè,Graziano,Pellè,Italy,12765,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.22,-1,0.27,-1,0.14,-1,0.18,-1,0.11,-1,0.3,-1,0.17,-1,0.85,-1,0.79,-1,0.36,0.33,0.37,0.47,0.25,-1,0.62,0.5,0.73,-1,0.46,-1
Andrea Pirlo,Andrea,Pirlo,Italy,105405,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0.11,-1,0.25,0.11,0.19,0.06,0,0.12,0.11,0.07,0,0.02,0.09,0.04,0,0.07,0.11,0.11,0.25,0.13,0.07,0.16,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
Fabio Quagliarella,Fabio,Quagliarella,Italy,30463,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.09,-1,0.37,0,0.32,0.38,0.45,0,0.31,0.18,0.5,-1,0.15,0.5,0.37,-1,0.17,0,0.37,-1,0.24,0,0.31,-1,0.53,-1,0.67,-1,0.41,0.67
Luca Toni,Luca,Toni,Italy,115142,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0.2,0.82,0.41,0.55,0,1.03,0.5,0.52,0,0.22,0,0.27,-1,0,-1,0.29,-1,0.58,-1,0.59,-1,0.28,-1,-1,-1,-1,-1,-1,-1,-1,-1
Francesco Totti,Francesco,Totti,Italy,91371,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0.23,-1,0,-1,0.15,-1,0,-1,0.14,-1,0,0.62,0.2,0.68,-1,0.48,-1,0.5,-1,0.81,-1,0.44,-1,0.26,-1,0.32,-1,0.27,-1,0.27,-1,0.31,-1,0.11,-1,-1,-1,-1,-1,-1,-1
Ibrahim Afellay,Ibrahim,Afellay,Netherlands,72157,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.06,-1,0.19,-1,0.07,0,0.41,0,0.14,0,0.17,0,0,0.42,0.27,-1,0,0,0.22,0,0.08,0.29,0,-1,0,-1,0,-1,0,-1
Ryan Babel,Ryan,Babel,Netherlands,19034,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0.12,0.33,0.21,0.5,0.21,0.06,0.1,0,0.16,0,0.09,0,0.14,-1,0.23,-1,0.17,-1,0.31,-1,-1,-1,0.35,0.5,0.34,0.17,0.36,0.17,0.21,0.25
Luuk de Jong,Luuk,de Jong,Netherlands,246,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.12,-1,0.35,-1,0.4,0,0.64,0.33,0.26,-1,0,0,0.58,0,0.7,0.5,0.26,1,0.43,0,0.73,0,0.22,0.14
Memphis Depay,Memphis,Depay,Netherlands,667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.36,-1,0.1,0,0.33,0.22,0.7,0.5,0.15,0,0.19,0.4,0.43,0.6,0.27,0.33,0.68,0.86
Klaas-Jan Huntelaar,Klaas-Jan,Huntelaar,Netherlands,551,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.03,1,0.74,0,0.94,0.7,0.5,0.33,0.23,0.38,0.37,0.25,1.02,0.88,0.46,0,0.67,0.38,0.38,1,0.4,0.62,0.21,-1,0.41,-1,0.58,-1,0.35,-1
Vincent Janssen,Vincent,Janssen,Netherlands,183,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.28,-1,0.58,-1,0.64,0.43,0.17,1,0.26,0.25,0,-1,0.34,-1
Davy Klaassen,Davy,Klaassen,Netherlands,25321,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.12,-1,0,-1,0.29,0,0.19,1,0.37,0.2,0.4,0.5,0,0.14,0.18,-1,0.24,-1
Dirk Kuyt,Dirk,Kuyt,Netherlands,93990,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.18,-1,0.19,-1,0.41,-1,0.21,-1,0.59,-1,0.59,0,0.85,0,0.67,0.2,0.29,0.25,0.23,0.24,0.29,0.17,0.21,0.32,0.37,0.4,0.11,0.38,0.3,0,0.27,0,0.27,-1,0.61,0,0.39,-1,0,-1,-1,-1,-1,-1
Luciano Narsingh,Luciano,Narsingh,Netherlands,19339,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0.19,-1,0.31,0.33,0.24,0,0.11,0.25,0.17,0,0.23,0.22,0.09,-1,0.08,0,0,-1,0.27,-1
Quincy Promes,Quincy,Promes,Netherlands,2062,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0.39,-1,0.35,0,0.45,0,0.56,0,0.41,0.2,0.58,0.33,0.08,0.33,0.58,0
Arjen Robben,Arjen,Robben,Netherlands,516,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0.22,0.39,2,0.18,0.29,0.1,-1,0.15,0.18,0.23,0,0.62,0.38,0.72,0,0.53,0.22,0.43,0.4,0.43,0.44,0.67,2,0.3,0.5,0.42,1,0.23,0.86,0.33,-1,-1,-1
Rafael van der Vaart,Rafael,van der Vaart,Netherlands,114799,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0.21,-1,0,0.47,0.21,0.35,1,0.48,0.06,0.13,0.17,0.23,0.18,0.42,0,0.33,0.19,0.17,0.33,0.27,1,0.18,-1,0,-1,0.12,-1,0,-1,0,-1,-1,-1
Robin van Persie,Robin,van Persie,Netherlands,37162,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.2,0,0.27,0.21,0.43,0,0.41,0.6,0.45,0.25,0.5,0.35,0.67,0,0.77,0.77,0.62,0.25,0.59,0.85,0.34,0,0.46,0.38,0.4,0,0.45,0,0.65,-1,0,-1
Georginio Wijnaldum,Georginio,Wijnaldum,Netherlands,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0.1,-1,0.12,-1,0.14,-1,0.38,0,0.3,1,0.43,0,0.35,0.09,0.41,0,0.26,0.33,0.15,0,0.08,0.07,0.12,0.33,0.12,1
Steven Davis,Steven,Davis,Northern Ireland,1749,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.04,0,0.11,0.17,0,-1,0.03,0,0.16,0,0.09,0.1,0.1,-1,0.13,0.2,0.06,0,0.1,0.08,0,0.5,0.12,0.11,0,0,0.12,0.21,0,0,0.03,0.11
Jonny Evans,Jonny,Evans,Northern Ireland,18772,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0.1,-1,0,0,0,0,0,0.11,0,-1,0.03,0,0.13,0,0.08,0,0,0,0.03,0,0.06,0,0.06,0.06,0.04,0.2,0.04,0.12
Warren Feeney,Warren,Feeney,Northern Ireland,232231,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0.5,-1,0.25,-1,-1,-1,0.08,-1,0,0,0.25,0.04,-1,0.1,0,0.14,-1,0,-1,0.11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
David Healy,David,Healy,Northern Ireland,117487,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.33,-1,0,-1,0,-1,1,0.29,0.33,0.23,-1,0.13,1.08,0.18,0,0.05,0.08,0.17,-1,0.27,0,0.05,-1,-1,0.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Kyle Lafferty,Kyle,Lafferty,Northern Ireland,1759,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.2,-1,0.11,-1,0.14,0.36,0.25,0,0.21,0.33,0.33,-1,0.3,0.33,0.3,-1,0.33,0,0.09,0,0.22,0.47,0.12,0,0.41,0.25,0.17,0,0.18,0
Josh Magennis,Josh,Magennis,Northern Ireland,19715,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.08,0,0.1,-1,0.04,-1,0.16,0,0.03,0,0.2,0,0.34,0.08,0.22,0,0.22,0.21,0.16,0,0.16,0.33
Gareth McAuley,Gareth,McAuley,Northern Ireland,1742,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.14,0,0.1,-1,0.05,0,0,0,0.12,0.1,0.07,-1,0.06,0.08,0.08,0,0.06,0.22,0.06,0,0.03,0.22,0.18,0,0,0.08,0,0,0,0
Niall McGinn,Niall,McGinn,Northern Ireland,44817,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.09,0,0.25,-1,0.13,0,0.54,0,0.33,0.09,0.16,0,0.28,0.14,0.27,0,0.18,0,0.16,0,0.19,0.4
Paddy McNair,Paddy,McNair,Northern Ireland,19242,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.17,0,0.31,0,0,0.5,0.14,0.11
Conor Washington,Conor,Washington,Northern Ireland,19110,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0.21,-1,0.3,-1,0.33,0.25,0.19,0,0.18,0.1,0,0,0.21,0.25
Mohammed Abdellaoue,Mohammed,Abdellaoue,Norway,99991,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.33,-1,0.68,0.33,0.38,0.5,0.38,0.33,0.26,0.33,0.06,0,0.11,-1,0.37,0,0.15,-1,0,0,-1,-1,-1,-1
Mohamed Elyounoussi,Mohamed,Elyounoussi,Norway,18946,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0.33,-1,0.21,-1,0.5,0,0.38,0,0.48,0,0.26,0.33,0.3,0.38,0,0.17,0.35,0
Tarik Elyounoussi,Tarik,Elyounoussi,Norway,48152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0.2,-1,0.36,-1,0.36,0,0.23,-1,0.18,0,0.39,0,0.26,0.4,0.41,0.17,0,0.2,0.19,0,0,0.2,0.23,0,0.29,0,0.32,0,0.24,0.14
Erling Haaland,Erling,Haaland,Norway,1100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0.17,-1,0.48,-1,0.46,-1,1.07,0
Erik Huseklepp,Erik,Huseklepp,Norway,94593,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.11,-1,0,-1,0.05,-1,0.11,0,0.42,0,0.33,0.44,0.14,0.25,0.25,0.17,0.23,0,0.15,0,0.28,-1,0.15,-1,0.25,-1,0.29,-1,-1,-1,-1,-1
Stefan Johansen,Stefan,Johansen,Norway,19159,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.4,-1,0,-1,0.08,-1,0.1,-1,0.15,0.5,0.1,0,0.23,0,0.11,0.11,0.3,0,0.16,0,0.07,0.4,0,0.14
Ola Kamara,Ola,Kamara,Norway,12888,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.27,-1,0.31,-1,0.34,-1,0.4,-1,0.48,0,0.14,0.2,0.4,-1,0.57,0,0.49,0,0.44,1.5,0.27,1,0.19,0.25
Joshua King,Joshua,King,Norway,18881,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0.1,-1,0.12,-1,0.1,0,0.06,0.18,0.21,0,0.2,0.3,0.44,0,0.26,0.7,0.32,0,0.22,0.5
John Arne Riise,John Arne,Riise,Norway,114787,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0.15,0.16,1,0.02,0,0.07,0,0,0.17,0.05,0,0.15,0.25,0,0.25,0,0.2,0,0,0,0.2,0.2,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1
Alexander Sørloth,Alexander,Sørloth,Norway,1851,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.08,-1,0.1,-1,0,-1,0.18,-1,0.15,-1,0.21,-1,0.12,-1,0.17,0,0.29,0.11,0,0,0,0.33
Jakub B?aszczykowski,Jakub,B?aszczykowski,Poland,3006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.09,-1,0.06,0,0.09,1,0.04,0,0.1,0,0.03,0.16,0.08,0.33,0.17,0.25,0.35,0,0.14,0.5,0.08,0,0.1,0.27,0,0,0.09,0.13,0.5,0.33,0.32,0
Kamil Glik,Kamil,Glik,Poland,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0.04,0.14,0,0,0.08,0,0.03,0,0.06,0.09,0.18,0,0,0.06,0.15,0,0.09,0.07,0.02,0,0.04,0.11
